line_length_cv,char_entropy,leading_whitespace_ratio,tab_density,sentence_punctuation_rate,paragraph_break_rate,alpha_ratio,line_uniqueness,short_line_ratio,symbol_ratio,delimiter_consistency,json_brace_depth,key_value_ratio,xml_tag_ratio,log_line_ratio,comment_ratio,numeric_field_ratio,repetitive_structure_score,category,sub_type,line_count
0.3583,4.2427,0.0,0.1067,0.0,0.2547,1.0691,0.9183,0.0,0.0593,0.2737,0.0,0.1451,0.0534,0.093,0.0806,0.0,0.3455,prose,simple,11
0.33,4.2721,0.0,0.0,0.0,0.1901,0.8075,1.0285,0.1184,0.0,0.0,0.0686,0.0,0.0,0.1096,0.0,0.0222,0.5184,prose,simple,11
0.4487,4.4636,0.0573,0.0129,0.1598,0.1649,0.9757,0.8715,0.1749,0.0286,0.0,0.0027,0.1308,0.0,0.0,0.0,0.0,0.0828,prose,technical_with_code,29
0.4635,4.491,0.0,0.0,0.0324,0.3038,1.0541,0.8375,0.2311,0.0,0.0,0.0,0.0,0.2265,0.3927,0.0,0.0,0.307,prose,technical_with_code,28
0.4411,4.4046,0.1844,0.0029,0.3182,0.2314,0.7865,1.0402,0.0,0.0,0.0015,0.0,0.0422,0.1227,0.0,0.1627,0.1422,0.1087,prose,technical_with_code,34
0.4751,4.6163,0.0,0.0,0.0257,0.0635,1.0004,0.7151,0.0,0.0,0.0807,0.1035,0.2231,0.0692,0.0,0.074,0.0,0.2664,prose,technical_with_code,29
0.366,4.491,0.0403,0.0914,0.0,0.1489,0.9645,0.624,0.0,0.0912,0.0091,0.0,0.0,0.0671,0.0,0.0708,0.0,0.1943,prose,technical_with_code,26
0.6526,4.7218,0.0,0.0,0.3479,0.2084,1.1136,0.8398,0.0531,0.0,0.0,0.0929,0.2064,0.0,0.0,0.162,0.0007,0.2916,prose,technical_with_code,25
0.4552,4.6211,0.0,0.0175,0.0608,0.0154,0.9656,1.1083,0.3205,0.1749,0.0401,0.2048,0.0,0.0,0.0,0.181,0.0,0.2119,prose,technical_with_code,31
0.4716,4.4881,0.1267,0.0,0.1129,0.119,0.9173,0.8861,0.176,0.0,0.275,0.0,0.0255,0.2512,0.0,0.1742,0.0,0.0,prose,technical_with_code,29
0.6699,4.4163,0.0,0.0,0.0007,0.2324,1.0529,0.9101,0.0,0.1033,0.0,0.0,0.0,0.0,0.0987,0.076,0.1865,0.3172,prose,technical_with_code,35
0.7317,4.4549,0.0407,0.0,0.1173,0.0,1.1265,1.0428,0.0564,0.0,0.1154,0.2746,0.0563,0.0,0.0,0.0603,0.0176,0.2498,prose,technical_with_code,28
0.3836,4.7555,0.0588,0.0049,0.027,0.2353,0.8239,0.8138,0.0966,0.0984,0.0,0.0,0.0947,0.0215,0.1425,0.1069,0.117,0.2718,prose,technical_with_code,28
0.8343,4.4057,0.0,0.0239,0.22,0.2036,0.9828,0.9509,0.1961,0.0,0.0429,0.0395,0.0952,0.0,0.0,0.0,0.0,0.0954,prose,technical_with_code,27
0.6862,4.472,0.0,0.0,0.0,0.1175,1.1126,0.7359,0.0795,0.0,0.0332,0.0199,0.0589,0.1653,0.0722,0.1086,0.2922,0.3449,prose,technical_with_code,31
0.5074,4.4243,0.0,0.3288,0.0783,0.2788,1.0296,0.9197,0.1411,0.053,0.0,0.1104,0.0,0.1856,0.0,0.0,0.0,0.2918,prose,technical_with_code,31
0.4036,4.3537,0.1074,0.1899,0.1941,0.1944,1.1658,0.5756,0.2306,0.0828,0.0,0.0,0.0,0.1613,0.1405,0.0,0.2295,0.3677,prose,technical_with_code,30
0.172,4.7298,0.0,0.0,0.0,0.1732,0.794,0.7735,0.0,0.1777,0.965,0.0474,0.0649,0.0,0.0,0.1367,0.1648,1.293,structured,csv_data,22
0.1164,4.7392,0.0,0.0754,0.2204,0.1378,0.8485,0.8639,0.0,0.0,0.7804,0.0364,0.0675,0.0,0.0467,0.043,0.204,0.8657,structured,csv_data,19
0.0,4.5336,0.0,0.0,0.0,0.0,0.619,0.9324,0.0,0.1138,0.8607,0.0,0.0,0.0125,0.0,0.0,0.0348,1.0345,structured,csv_data,19
0.1723,4.8511,0.0,0.0,0.0,0.0668,0.7011,0.938,0.1511,0.0,0.9897,0.0685,0.2269,0.1473,0.0,0.0,0.034,0.8048,structured,csv_data,19
0.0,4.7261,0.0,0.0439,0.0,0.2277,0.6004,0.788,0.0747,0.0,0.958,0.0379,0.2098,0.0,0.0163,0.0,0.0374,0.8252,structured,csv_data,21
0.0352,4.6288,0.1657,0.0,0.046,0.0,0.6819,1.1536,0.0829,0.2065,0.8687,0.0214,0.0,0.0,0.0,0.0711,0.1469,1.0097,structured,csv_data,22
0.0812,4.6551,0.1396,0.0,0.0,0.0693,0.9244,0.9283,0.0,0.0,1.239,0.1248,0.0,0.1201,0.0704,0.088,0.0,1.0381,structured,csv_data,23
0.0169,4.873,0.0,0.0,0.0504,0.0,0.643,1.1007,0.0309,0.0108,0.953,0.0,0.1262,0.0,0.1065,0.0,0.0936,1.1495,structured,csv_data,25
0.1287,4.9465,0.0,0.1092,0.0,0.0,0.942,0.9382,0.0,0.1168,1.0698,0.0,0.0942,0.1084,0.0,0.0,0.0437,1.0101,structured,csv_data,22
0.0,4.8932,0.0,0.0354,0.0,0.0189,0.8729,1.0445,0.0593,0.0095,0.8693,0.0559,0.0,0.0,0.1687,0.2656,0.0,1.1087,structured,csv_data,23
0.1521,4.7063,0.084,0.0245,0.0,0.119,1.0117,1.1154,0.0,0.0,1.1124,0.0902,0.0,0.0,0.0,0.0753,0.0,1.0913,structured,csv_data,20
0.2798,4.6853,0.0031,0.0,0.0039,0.124,0.7363,0.6994,0.0004,0.0,0.9292,0.0,0.2133,0.0,0.0,0.0,0.0263,0.9261,structured,csv_data,26
0.0475,4.7845,0.0483,0.0,0.1781,0.1722,0.9351,0.7842,0.1167,0.0505,1.1294,0.0244,0.0,0.1281,0.3496,0.0,0.0,1.1118,structured,csv_data,23
0.2393,4.7751,0.2821,0.072,0.1356,0.1027,0.7359,1.0538,0.0,0.0,0.9861,0.144,0.0,0.0715,0.0479,0.022,0.1287,0.8476,structured,csv_with_headers,24
0.023,4.8288,0.0,0.0,0.0417,0.0,0.7894,1.1842,0.0,0.0881,1.0234,0.0,0.0398,0.0,0.0243,0.0,0.0826,0.8772,structured,csv_with_headers,21
0.0726,4.8922,0.0,0.0,0.0,0.1504,0.5557,0.7629,0.0,0.0,0.9982,0.0252,0.0,0.1398,0.033,0.0107,0.2042,0.9474,structured,csv_with_headers,19
0.4232,4.9219,0.0,0.1382,0.0,0.0661,0.8276,1.0787,0.0,0.0,1.1374,0.0618,0.1367,0.0,0.0,0.0132,0.0,0.9587,structured,csv_with_headers,24
0.175,4.8616,0.1134,0.0457,0.0107,0.0977,0.7565,1.0659,0.202,0.0,0.8167,0.0054,0.0596,0.0735,0.1726,0.2116,0.0,0.9335,structured,csv_with_headers,20
0.0067,4.844,0.0894,0.0,0.0,0.0,0.8095,1.2711,0.0623,0.2195,1.0854,0.0697,0.0606,0.0,0.0588,0.0,0.0,1.234,structured,csv_with_headers,21
0.088,4.8937,0.0,0.0476,0.1631,0.0085,0.7766,1.011,0.14,0.0,0.9536,0.0,0.0,0.3018,0.0265,0.0,0.0821,0.7762,structured,csv_with_headers,23
0.0,4.9714,0.0,0.0,0.227,0.0,0.7596,1.0148,0.0,0.0,0.8708,0.0,0.0859,0.0303,0.1316,0.003,0.1553,0.9283,structured,csv_with_headers,21
0.3525,4.9334,0.0,0.0975,0.0,0.0,0.4652,0.9887,0.0,0.0,0.8899,0.1796,0.1606,0.0,0.0,0.0,0.0,1.0767,structured,csv_with_headers,21
0.1452,4.8434,0.0387,0.0,0.1289,0.1859,0.7569,1.0981,0.0,0.1785,0.9487,0.0,0.0364,0.0368,0.0,0.0295,0.0502,0.9182,structured,csv_with_headers,22
0.2777,4.6329,0.0,0.0216,0.0,0.2048,0.7525,1.022,0.0,0.0792,1.0045,0.0381,0.0282,0.0762,0.0,0.0408,0.1276,1.0042,structured,csv_with_headers,24
0.665,5.7179,0.0,0.0,0.0,0.1335,0.6408,0.8374,0.0633,0.1852,0.0061,0.1709,1.1419,0.0,0.0,0.1683,0.0,0.9506,structured,env_config,31
0.6598,5.6637,0.0991,0.0644,0.0525,0.1689,0.7338,1.0177,0.0,0.2067,0.0,0.0,0.9683,0.1398,0.0389,0.0364,0.0,0.9063,structured,env_config,32
0.6057,5.5752,0.0,0.076,0.0,0.0,0.7868,1.0197,0.2264,0.193,0.0,0.0706,0.9187,0.0,0.0896,0.0018,0.0,0.8475,structured,env_config,31
0.2742,5.5353,0.0,0.0,0.0,0.0219,0.6753,0.8264,0.2398,0.2126,0.0,0.0,1.0044,0.0823,0.0109,0.0,0.0,0.6562,structured,env_config,25
0.5644,5.435,0.0,0.1962,0.0,0.0,0.5426,1.061,0.2301,0.0125,0.0975,0.0,1.0339,0.0,0.0,0.0,0.089,0.9278,structured,env_config,30
0.6876,5.6024,0.0,0.159,0.0,0.0,0.7937,1.0845,0.2465,0.223,0.0087,0.0,1.1708,0.0,0.0928,0.0657,0.0,0.9028,structured,env_config,31
0.7039,5.6932,0.0,0.147,0.0,0.045,0.781,1.1252,0.052,0.0,0.1092,0.0978,0.8903,0.0431,0.1422,0.0,0.0,0.9047,structured,env_config,28
0.441,5.5945,0.0,0.0,0.0675,0.3511,0.7875,0.9039,0.0698,0.011,0.0,0.0,0.8079,0.0,0.0,0.0,0.0,0.7779,structured,env_config,30
0.4454,5.7032,0.0437,0.0731,0.0646,0.0,0.8139,1.0082,0.2144,0.2773,0.0312,0.0,1.0836,0.0923,0.1275,0.092,0.1343,0.8609,structured,env_config,26
0.6511,5.4989,0.0,0.0797,0.0,0.0,0.8226,1.0645,0.0721,0.0005,0.0,0.0024,1.1061,0.0759,0.0713,0.0,0.0,0.9048,structured,env_config,28
0.5858,5.7079,0.1734,0.0,0.0041,0.0,0.8436,0.9931,0.0,0.0,0.0719,0.0,0.9256,0.2384,0.0,0.0,0.1352,0.8025,structured,env_config,26
0.6038,5.7472,0.0,0.0585,0.1224,0.0,0.8096,0.9842,0.0,0.1041,0.0,0.0398,0.819,0.2318,0.2703,0.0,0.0,0.8395,structured,env_config,29
0.4979,5.4974,0.0,0.0811,0.0,0.0756,0.8667,0.8695,0.0315,0.0666,0.1647,0.1101,0.9764,0.1923,0.1046,0.0,0.0408,0.9621,structured,env_config,27
1.1337,4.1229,1.1541,0.0,0.2923,0.0,0.7617,0.9732,0.4722,0.1334,0.0417,0.0,0.7066,0.0,0.1637,0.1092,0.0,0.4452,structured,json_object,45
0.7514,4.3185,0.7901,0.0936,0.0,0.0602,0.8584,1.0146,0.5979,0.1366,0.0,0.0196,0.7541,0.0,0.2023,0.0,0.0,0.2949,structured,json_object,54
0.6728,4.0245,1.1262,0.0873,0.0,0.0,0.7872,0.957,0.4688,0.0,0.0,0.1401,0.7351,0.0465,0.0377,0.0,0.0,0.5615,structured,json_object,51
0.7035,4.1773,0.8304,0.0,0.0249,0.3934,0.6678,1.2022,0.2185,0.0,0.0624,0.0,0.572,0.1259,0.0,0.0775,0.0453,0.5879,structured,json_object,44
0.7109,4.0227,1.0217,0.0786,0.1226,0.0775,0.6811,0.9335,0.5365,0.0,0.0,0.0,0.646,0.0,0.131,0.0,0.0,0.3764,structured,json_object,52
0.654,4.1585,0.8639,0.0,0.0,0.1042,0.5216,0.8392,0.4047,0.0338,0.1226,0.0669,0.6999,0.1579,0.0,0.0,0.1513,0.2969,structured,json_object,60
0.8977,4.1774,0.8385,0.2777,0.0,0.0192,0.6591,1.0168,0.6516,0.0,0.0643,0.0584,0.7583,0.0231,0.0358,0.0617,0.0,0.3209,structured,json_object,51
0.7229,4.32,0.8108,0.0,0.0,0.0,0.7146,0.9307,0.622,0.0,0.0,0.0,0.7137,0.0,0.0263,0.0,0.0,0.3963,structured,json_object,48
0.6388,4.1328,0.8678,0.0,0.0,0.0,0.7385,1.0201,0.674,0.0,0.0,0.0,0.4513,0.0,0.0205,0.2985,0.0585,0.3422,structured,json_object,52
0.8519,4.0875,0.9161,0.0,0.2348,0.0,0.8639,0.7824,0.451,0.1119,0.0786,0.0,0.7723,0.1184,0.0043,0.1635,0.0,0.355,structured,json_object,53
0.8555,4.1355,0.707,0.0,0.0815,0.1337,0.9793,1.078,0.3399,0.0,0.0,0.0291,0.609,0.218,0.0,0.0,0.065,0.4925,structured,json_object,49
1.0127,4.2288,0.7923,0.0,0.1264,0.0,0.6901,0.8943,0.6061,0.0626,0.0527,0.0477,0.6284,0.1049,0.0,0.1912,0.1183,0.3944,structured,json_object,53
0.7461,4.2614,0.7428,0.0,0.0,0.0202,0.8396,0.9055,0.5405,0.0,0.0,0.0413,0.7317,0.0,0.1023,0.0,0.0,0.2978,structured,json_object,62
0.858,4.0377,0.7679,0.0,0.1095,0.0,0.8195,0.8693,0.7489,0.0983,0.2135,0.1412,0.536,0.0169,0.0,0.0456,0.2356,0.6219,structured,json_object,59
0.7214,3.9938,0.8097,0.0,0.0996,0.1725,0.6907,0.934,0.7764,0.2291,0.0681,0.2209,0.5627,0.0689,0.0961,0.0632,0.135,0.6526,structured,json_object,49
0.0725,4.6954,0.0,0.0,0.0195,0.0,0.7457,1.191,0.0,0.0775,0.7205,0.0701,0.905,0.0,0.0,0.0,0.0657,0.567,structured,jsonl_data,19
0.3483,4.8787,0.0006,0.0,0.059,0.019,0.5335,1.0656,0.0,0.0261,0.5221,0.0379,0.9396,0.0,0.0,0.2345,0.4004,0.8147,structured,jsonl_data,18
0.0,4.9147,0.0,0.0,0.016,0.0124,0.6024,0.9973,0.0284,0.0,0.8193,0.1633,1.0264,0.0,0.0058,0.0,0.0,0.7021,structured,jsonl_data,17
0.0861,4.9937,0.2543,0.0303,0.0,0.08,0.6594,1.0361,0.0,0.1086,0.6886,0.0884,0.9362,0.03,0.0,0.0,0.0,0.658,structured,jsonl_data,16
0.0,4.6869,0.0,0.1854,0.0154,0.0,0.627,0.8952,0.0,0.0479,0.7697,0.0921,1.2228,0.0,0.242,0.0,0.1616,0.8258,structured,jsonl_data,21
0.0442,4.8891,0.0,0.0299,0.0,0.0148,0.646,1.0552,0.0,0.2432,0.4745,0.0,1.1472,0.0,0.0,0.0,0.0,0.6276,structured,jsonl_data,16
0.0,4.9423,0.0,0.0,0.0,0.0,0.6627,1.1253,0.0,0.0,0.7633,0.1701,1.0187,0.2261,0.1145,0.0,0.0,0.6981,structured,jsonl_data,19
0.0336,4.9222,0.0,0.0,0.0,0.014,0.645,0.9657,0.0127,0.0,0.6565,0.0,1.0764,0.0891,0.0042,0.0988,0.104,0.7383,structured,jsonl_data,17
0.0,4.846,0.0656,0.0,0.1043,0.1055,0.6466,0.8767,0.0,0.1919,0.4275,0.0,0.9554,0.1027,0.1349,0.0972,0.0,0.6022,structured,jsonl_data,20
0.1013,4.8223,0.0,0.0,0.1448,0.0,0.7056,0.8797,0.1169,0.2422,0.81,0.0504,0.8934,0.0,0.0,0.0,0.0,0.673,structured,jsonl_data,16
0.092,4.8571,0.0,0.0042,0.1679,0.0,0.7541,0.8915,0.0,0.0,0.7202,0.0,1.0895,0.0676,0.178,0.062,0.0,0.5729,structured,jsonl_data,19
0.0,4.7998,0.0,0.1731,0.0967,0.0,0.6944,0.9651,0.0733,0.1191,0.7569,0.0,0.9162,0.0,0.0,0.0,0.0944,0.6793,structured,jsonl_data,18
0.2407,4.7751,0.1895,0.0,0.0027,0.0,0.9314,0.9131,0.0,0.1572,0.0,0.1274,1.0148,0.075,0.0165,0.0,0.0,1.1034,structured,key_value,25
0.484,4.8219,0.0263,0.135,0.0,0.0,0.9784,1.0308,0.0011,0.2009,0.0,0.0,1.2669,0.0013,0.1357,0.0,0.1316,1.086,structured,key_value,23
0.3921,4.4797,0.0,0.0301,0.0,0.0,0.8663,1.03,0.0,0.1948,0.1503,0.0,1.1923,0.0826,0.1845,0.0,0.2664,0.9731,structured,key_value,26
0.4333,4.9643,0.0012,0.0,0.0572,0.0,0.7209,0.8303,0.0,0.2821,0.0909,0.0,0.9028,0.0,0.0,0.0635,0.2701,1.1673,structured,key_value,26
0.2468,4.778,0.0,0.0,0.0225,0.0531,0.8047,1.0112,0.0392,0.2821,0.0,0.0493,0.858,0.0141,0.1125,0.1711,0.3467,0.8642,structured,key_value,23
0.153,4.8067,0.2155,0.1448,0.0036,0.0,0.6833,1.1014,0.0,0.2599,0.0,0.0,0.9926,0.0,0.0143,0.0178,0.2116,0.8843,structured,key_value,24
0.3047,4.8614,0.0,0.0048,0.0191,0.2044,0.7626,0.9294,0.0,0.2242,0.2058,0.0384,0.8969,0.0,0.2662,0.0,0.2851,0.8493,structured,key_value,24
0.3188,4.5001,0.0116,0.0637,0.063,0.0,1.0159,0.8469,0.2174,0.0,0.0,0.1746,1.1312,0.0,0.0506,0.0,0.0,1.0297,structured,key_value,30
0.2382,4.7756,0.0,0.3489,0.0,0.0431,0.7602,1.0061,0.076,0.3181,0.0,0.283,1.0977,0.093,0.0382,0.0,0.2685,0.9181,structured,key_value,28
0.4837,4.8924,0.045,0.2124,0.0181,0.0,0.8054,1.1068,0.0,0.169,0.0567,0.0,1.0697,0.0,0.0027,0.0,0.1835,1.0609,structured,key_value,26
0.0872,5.5532,0.0,0.0,0.0501,0.0,0.9237,1.0766,0.028,0.0,0.1272,0.0712,0.5122,0.0443,0.9283,0.1049,0.0,0.3785,structured,log_lines,18
0.1802,5.2564,0.0521,0.0,0.0,0.0,0.9559,0.8901,0.1459,0.0,0.0802,0.0,0.445,0.0,1.1859,0.0,0.0764,0.4835,structured,log_lines,21
0.0327,5.4745,0.0204,0.0,0.0005,0.1868,0.7988,0.9691,0.0,0.0,0.024,0.0,0.5087,0.0,0.9775,0.0,0.0592,0.538,structured,log_lines,21
0.1768,5.3301,0.0,0.1431,0.1953,0.0,1.0247,0.8552,0.1287,0.1618,0.2936,0.0,0.4348,0.0,1.049,0.0,0.4021,0.3825,structured,log_lines,21
0.1955,5.3933,0.0,0.0,0.1896,0.0112,0.7256,0.9381,0.0,0.0803,0.1031,0.0081,0.3128,0.0023,1.0269,0.0072,0.3766,0.5432,structured,log_lines,18
0.2285,5.48,0.0328,0.0325,0.0,0.0034,0.6232,0.8793,0.0,0.0,0.2142,0.0399,0.5326,0.0033,1.0139,0.0,0.2518,0.5921,structured,log_lines,22
0.096,5.1788,0.0,0.0,0.1028,0.0,1.0587,0.9742,0.1474,0.0,0.1096,0.0,0.4662,0.0,0.8068,0.2659,0.0789,0.4005,structured,log_lines,18
0.1545,5.3358,0.0341,0.0,0.0,0.0,0.6208,1.0438,0.0498,0.1291,0.0,0.1158,0.421,0.1185,1.2533,0.0,0.0,0.645,structured,log_lines,20
0.3051,5.2498,0.0548,0.1659,0.0,0.0854,0.847,0.9858,0.0,0.0,0.0,0.1519,0.6252,0.0802,0.8673,0.0,0.0489,0.4736,structured,log_lines,20
0.2394,5.5334,0.1206,0.0,0.0,0.0,1.0811,0.8719,0.0,0.0729,0.0,0.1704,0.5103,0.0,1.0906,0.0194,0.1582,0.6056,structured,log_lines,23
0.157,5.5736,0.1097,0.0721,0.0267,0.0,0.8096,1.1516,0.077,0.0552,0.0,0.0595,0.6918,0.1681,0.779,0.053,0.1229,0.4982,structured,log_lines,21
0.143,5.3298,0.1231,0.0,0.0,0.0,0.8305,0.9028,0.0288,0.0,0.0,0.1566,0.5458,0.0,1.151,0.0,0.0,0.3015,structured,log_lines,25
1.3973,4.7455,0.7972,0.1487,0.1536,0.1411,0.6338,0.8984,0.3852,0.0498,0.6414,0.01,0.6662,0.0789,0.1633,0.0,0.0731,0.1877,structured,mixed_json_prose,29
1.2016,4.8719,0.6412,0.1387,0.0116,0.0,0.673,1.1408,0.2361,0.0156,0.4697,0.0,0.6126,0.0524,0.0,0.0,0.0,0.1274,structured,mixed_json_prose,28
1.2227,4.5438,0.8082,0.0175,0.0,0.0851,0.7986,1.2181,0.5523,0.0766,0.6608,0.0,0.7953,0.0,0.0,0.1671,0.2085,0.3354,structured,mixed_json_prose,29
1.2626,4.685,0.3199,0.0379,0.0647,0.0084,0.8351,0.7657,0.2361,0.0,0.6918,0.1348,0.6947,0.0,0.0,0.0487,0.0,0.4116,structured,mixed_json_prose,29
1.2325,4.5479,0.5612,0.0172,0.0,0.0901,0.8411,1.0089,0.4683,0.1137,0.5163,0.2949,0.8762,0.0,0.0,0.2135,0.0076,0.5643,structured,mixed_json_prose,28
0.9509,4.7654,0.7779,0.0759,0.1002,0.0,0.6813,1.1448,0.5561,0.0483,0.66,0.0151,0.5694,0.0079,0.0,0.1562,0.138,0.5115,structured,mixed_json_prose,28
1.0931,4.5288,0.6684,0.0,0.1466,0.0846,0.6462,1.0748,0.3532,0.0,0.4954,0.0581,0.7953,0.0646,0.0,0.0369,0.0,0.3838,structured,mixed_json_prose,28
1.2936,4.6508,0.5883,0.0141,0.0,0.0818,0.9403,1.1846,0.4242,0.2305,0.8535,0.0,0.4713,0.0643,0.0,0.0591,0.1255,0.21,structured,mixed_json_prose,29
1.1265,4.6902,0.6972,0.0,0.341,0.1477,0.578,0.8745,0.2504,0.0227,0.6553,0.0598,0.7567,0.1954,0.0,0.1072,0.0,0.2127,structured,mixed_json_prose,26
1.3413,4.8839,0.56,0.0,0.1057,0.0655,0.9089,0.9487,0.3118,0.2644,0.4183,0.0201,0.5746,0.0,0.0,0.0,0.2853,0.4043,structured,mixed_json_prose,27
1.2321,4.8197,0.6013,0.0,0.0008,0.0249,0.7645,0.9927,0.2983,0.189,0.6521,0.1229,0.5405,0.2089,0.0221,0.0982,0.1576,0.3622,structured,mixed_json_prose,27
1.2816,4.9219,0.8438,0.0,0.0,0.0,0.7247,0.8099,0.3567,0.0687,0.4546,0.0169,0.7221,0.0203,0.0,0.0,0.2483,0.3189,structured,mixed_json_prose,27
1.2652,4.741,0.912,0.0,0.003,0.0,0.9046,1.1661,0.599,0.2115,0.6278,0.3023,0.934,0.0,0.0,0.0,0.0991,0.5985,structured,mixed_json_prose,32
1.213,4.633,1.0792,0.0,0.0,0.0,0.7044,0.8987,0.3476,0.3067,0.4805,0.0391,0.6836,0.0477,0.2885,0.0,0.0942,0.295,structured,mixed_json_prose,25
0.0,4.2865,0.0,0.0,0.0485,0.2165,0.8576,1.0546,0.0,0.0,1.0383,0.0,0.0929,0.0,0.0245,0.0,0.1201,0.9197,structured,pipe_table,19
0.1592,4.2064,0.15,0.1179,0.1583,0.0,0.9113,1.0156,0.0,0.1076,0.9581,0.1182,0.0122,0.0839,0.0,0.0,0.0,0.8418,structured,pipe_table,24
0.0364,4.3916,0.0,0.0657,0.1828,0.0873,0.6632,1.1728,0.0224,0.0,1.1063,0.1018,0.0,0.0,0.0,0.0978,0.0368,0.8162,structured,pipe_table,18
0.0,3.9279,0.172,0.0031,0.0458,0.0,0.7192,0.8107,0.0,0.1445,1.1936,0.0386,0.0,0.0217,0.0,0.262,0.0572,1.0404,structured,pipe_table,22
0.0,4.1668,0.0414,0.0,0.0,0.0089,0.9397,1.0151,0.0346,0.0796,0.9142,0.0682,0.0,0.0,0.0,0.0,0.1027,1.1302,structured,pipe_table,24
0.0,3.9127,0.0,0.0,0.1208,0.003,0.7871,1.2744,0.0066,0.0754,1.1055,0.0706,0.0415,0.0336,0.1321,0.0,0.0639,0.9599,structured,pipe_table,19
0.0501,3.9711,0.0,0.0,0.1047,0.0114,0.78,0.9812,0.0973,0.0744,1.1469,0.0,0.0,0.0362,0.0193,0.0,0.3555,0.9738,structured,pipe_table,22
0.0475,3.986,0.0,0.0,0.0829,0.0,0.7233,1.1212,0.0,0.1857,1.0105,0.019,0.0337,0.0,0.0,0.0,0.0505,0.9518,structured,pipe_table,24
0.1023,4.122,0.0,0.0,0.0,0.0,0.7936,0.9865,0.0,0.0,1.1085,0.0,0.0,0.0,0.0,0.0966,0.1615,0.7447,structured,pipe_table,19
0.0038,4.1415,0.0,0.08,0.0976,0.109,0.7891,0.932,0.0,0.1418,1.085,0.013,0.2358,0.0,0.0,0.0063,0.0592,1.0264,structured,pipe_table,25
0.1161,3.9818,0.0,0.0,0.0,0.018,0.833,0.9301,0.0,0.1015,0.7282,0.1745,0.1243,0.0,0.0,0.0196,0.0,1.0402,structured,pipe_table,23
0.145,4.5919,0.0,0.1703,0.0667,0.1078,0.7148,0.8596,0.1507,0.0459,1.0203,0.0,0.1018,0.0,0.0,0.0,0.4275,0.8563,structured,tsv_data,26
0.0,4.4451,0.0,0.0,0.0325,0.0126,0.6297,1.1525,0.2258,0.0,1.0799,0.2165,0.0,0.0,0.1678,0.0,0.3787,1.1631,structured,tsv_data,24
0.0,4.7878,0.0037,0.0808,0.1241,0.0,0.9683,0.8016,0.0563,0.3358,1.0749,0.043,0.0,0.1553,0.0921,0.0,0.2362,1.1073,structured,tsv_data,21
0.1187,4.8163,0.1159,0.0,0.0,0.0,0.6263,1.0813,0.0,0.2089,0.9645,0.2632,0.0,0.0,0.0,0.1677,0.4988,1.0553,structured,tsv_data,25
0.0642,4.7713,0.1871,0.0801,0.0,0.0,0.6483,1.0565,0.0,0.2069,1.0537,0.081,0.0,0.0766,0.129,0.0,0.2106,1.0842,structured,tsv_data,23
0.0682,4.3213,0.1887,0.2884,0.0,0.1287,0.9178,1.3551,0.1025,0.0026,0.9355,0.0033,0.0929,0.0,0.0586,0.0,0.2892,0.7244,structured,tsv_data,22
0.1322,4.5827,0.0,0.347,0.0165,0.0,0.8036,0.744,0.1339,0.0524,0.8302,0.1849,0.0989,0.0,0.0008,0.0832,0.2343,1.0487,structured,tsv_data,23
0.2147,4.5745,0.0,0.0711,0.0,0.0157,0.7306,1.2163,0.0735,0.0,0.9638,0.0112,0.0732,0.0,0.1884,0.0,0.0836,1.085,structured,tsv_data,23
0.1774,4.595,0.0,0.0,0.0,0.0217,0.8253,1.0564,0.0,0.2194,1.0001,0.1497,0.0,0.0511,0.0,0.0041,0.4063,0.9951,structured,tsv_data,19
0.249,4.5204,0.0,0.2828,0.0,0.0062,0.7649,0.8557,0.0,0.0,0.9305,0.2046,0.0409,0.0,0.0374,0.0,0.199,1.0428,structured,tsv_data,17
0.0,4.2597,0.0,0.0,0.1101,0.1796,0.835,1.0295,0.0456,0.1445,1.1926,0.0,0.0369,0.052,0.1087,0.0254,0.0,0.6125,structured,pipe_table,13
0.0,4.2991,0.0,0.3265,0.0409,0.0,0.8523,1.0279,0.1465,0.2102,0.8457,0.113,0.0,0.0,0.0667,0.0,0.0238,0.8712,structured,pipe_table,10
0.033,4.2229,0.0212,0.0,0.0,0.0,0.9912,1.1117,0.2509,0.1226,0.8946,0.0608,0.0,0.0466,0.0907,0.0,0.0,0.7738,structured,pipe_table,13
0.0,4.3243,0.0623,0.0,0.0757,0.0,0.6125,0.9766,0.0545,0.2047,1.0669,0.0,0.0,0.0,0.0,0.1471,0.2665,0.4791,structured,pipe_table,13
0.1691,4.3217,0.0137,0.1472,0.0931,0.0,0.8445,1.3004,0.0,0.1463,0.8478,0.0,0.0,0.0,0.0438,0.0,0.0,0.3135,structured,pipe_table,13
0.1179,4.3691,0.0,0.1004,0.0,0.198,0.963,1.0382,0.1982,0.3592,0.8615,0.0821,0.0,0.0,0.0895,0.0118,0.1138,0.744,structured,pipe_table,15
0.0107,4.2439,0.1204,0.0,0.2344,0.0228,0.8463,1.0568,0.1303,0.1691,0.9764,0.0,0.0337,0.0,0.1084,0.0756,0.1392,0.5886,structured,pipe_table,12
0.2337,4.2278,0.1314,0.0,0.0345,0.0,1.0151,1.1051,0.008,0.0,0.9297,0.0,0.1702,0.0,0.0821,0.0,0.079,0.5716,structured,pipe_table,9
